Year,Series,øki,kyn,aldur,Units,Value
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 55 - 66,%,3.5
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 55 - 66,%,3.4
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 55 - 66,%,3.3
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 55 - 66,%,3.5
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 55 - 66,%,2.1
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 55 - 66,%,2.2
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 67 + ,%,3.4
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 67 + ,%,3.4
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 67 + ,%,4.2
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 67 + ,%,2.5
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 67 + ,%,1.9
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 67 + ,%,1.9
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 67 + ,%,2.7
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 67 + ,%,2.2
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 67 + ,%,3.6
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 67 + ,%,3.2
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 67 + ,%,1.4
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 67 + ,%,1.1
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 67 + ,%,0.9
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 67 + ,%,1.4
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 67 + ,%,1.5
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,,Aldur 67 + ,%,1.1
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,,%,8.0
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,,%,6.8
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,,%,7.6
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,,%,5.7
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,,%,6.3
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,,%,5.7
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,,%,4.8
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,,%,5.5
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,,%,4.3
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,,%,4.2
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,,%,4.5
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,,%,4.7
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,,%,3.5
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,,%,3.2
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,,%,3.5
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,,%,3.6
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 0 - 17,%,12.7
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 0 - 17,%,10.3
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 0 - 17,%,11.4
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 0 - 17,%,7.5
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 0 - 17,%,10.0
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 0 - 17,%,8.1
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 0 - 17,%,7.1
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 0 - 17,%,9.1
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 0 - 17,%,5.3
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 0 - 17,%,5.1
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 0 - 17,%,6.8
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 0 - 17,%,7.9
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 0 - 17,%,5.1
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 0 - 17,%,4.7
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 0 - 17,%,5.5
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 0 - 17,%,6.6
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 18 - 24,%,7.5
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 18 - 24,%,7.4
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 18 - 24,%,7.7
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 18 - 24,%,9.5
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 18 - 24,%,9.0
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 18 - 24,%,7.2
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 18 - 24,%,2.5
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 18 - 24,%,5.6
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 18 - 24,%,3.8
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 18 - 24,%,6.7
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 18 - 24,%,3.3
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 18 - 24,%,4.4
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 18 - 24,%,2.8
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 18 - 24,%,4.3
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 18 - 24,%,3.2
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 18 - 24,%,1.5
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 25 - 54,%,7.7
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 25 - 54,%,6.7
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 25 - 54,%,7.3
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 25 - 54,%,6.0
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 25 - 54,%,7.4
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 25 - 54,%,7.2
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 25 - 54,%,6.7
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 25 - 54,%,6.1
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 25 - 54,%,5.0
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 25 - 54,%,4.7
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 25 - 54,%,6.0
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 25 - 54,%,5.8
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 25 - 54,%,4.9
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 25 - 54,%,3.4
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 25 - 54,%,4.3
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 25 - 54,%,4.5
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 55 - 66,%,5.4
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 55 - 66,%,3.9
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 55 - 66,%,4.9
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 55 - 66,%,4.2
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 55 - 66,%,2.4
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 55 - 66,%,2.1
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 55 - 66,%,1.6
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 55 - 66,%,2.9
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 55 - 66,%,3.0
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 55 - 66,%,2.6
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 55 - 66,%,2.6
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 55 - 66,%,2.4
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 55 - 66,%,2.0
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 55 - 66,%,2.0
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 55 - 66,%,1.7
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 55 - 66,%,1.5
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 67 + ,%,4.4
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 67 + ,%,4.9
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 67 + ,%,5.5
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 67 + ,%,2.3
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 67 + ,%,2.1
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 67 + ,%,2.3
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 67 + ,%,2.9
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 67 + ,%,2.4
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 67 + ,%,3.1
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 67 + ,%,2.7
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 67 + ,%,1.6
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 67 + ,%,1.4
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 67 + ,%,0.9
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 67 + ,%,2.0
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 67 + ,%,1.5
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Kvinnur,Aldur 67 + ,%,1.5
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,,%,5.9
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,,%,5.2
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,,%,6.1
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,,%,4.8
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,,%,4.8
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,,%,4.6
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,,%,4.0
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,,%,4.5
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,,%,4.5
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,,%,4.1
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,,%,4.2
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,,%,4.0
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,,%,4.0
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,,%,3.3
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,,%,3.1
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,,%,2.7
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 0 - 17,%,9.9
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 0 - 17,%,7.9
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 0 - 17,%,8.4
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 0 - 17,%,7.3
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 0 - 17,%,6.9
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 0 - 17,%,7.5
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 0 - 17,%,6.3
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 0 - 17,%,8.6
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 0 - 17,%,5.0
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 0 - 17,%,5.3
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 0 - 17,%,6.5
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 0 - 17,%,6.2
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 0 - 17,%,6.6
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 0 - 17,%,4.4
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 0 - 17,%,5.1
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 0 - 17,%,3.2
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 18 - 24,%,3.9
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 18 - 24,%,3.1
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 18 - 24,%,5.0
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 18 - 24,%,5.2
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 18 - 24,%,5.0
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 18 - 24,%,4.4
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 18 - 24,%,4.0
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 18 - 24,%,3.9
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 18 - 24,%,3.0
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 18 - 24,%,3.6
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 18 - 24,%,5.2
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 18 - 24,%,5.0
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 18 - 24,%,5.1
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 18 - 24,%,3.1
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 18 - 24,%,3.1
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 18 - 24,%,1.9
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 25 - 54,%,6.1
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 25 - 54,%,5.8
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 25 - 54,%,6.8
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 25 - 54,%,4.3
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 25 - 54,%,4.8
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 25 - 54,%,4.3
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 25 - 54,%,3.5
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 25 - 54,%,3.5
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 25 - 54,%,4.6
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 25 - 54,%,4.1
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 25 - 54,%,4.0
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 25 - 54,%,3.9
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 25 - 54,%,3.8
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 25 - 54,%,3.2
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 25 - 54,%,3.1
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 25 - 54,%,3.8
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 55 - 66,%,4.0
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 55 - 66,%,4.2
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 55 - 66,%,5.1
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 55 - 66,%,4.2
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 55 - 66,%,4.8
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 55 - 66,%,4.7
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 55 - 66,%,3.5
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 55 - 66,%,4.2
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 55 - 66,%,4.4
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 55 - 66,%,3.2
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 55 - 66,%,4.4
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 55 - 66,%,4.3
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 55 - 66,%,4.5
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 55 - 66,%,5.0
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 55 - 66,%,2.5
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 55 - 66,%,2.8
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 67 + ,%,2.2
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 67 + ,%,1.8
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 67 + ,%,2.9
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 67 + ,%,2.7
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 67 + ,%,1.8
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 67 + ,%,1.5
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 67 + ,%,2.6
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 67 + ,%,2.1
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 67 + ,%,4.1
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 67 + ,%,3.8
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 67 + ,%,1.3
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum",Suðuroyar øki,Menn,Aldur 67 + ,%,0.8
