Year,Series,region,sex,age,Units,GeoCode,Value
2018,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 0 - 17,pct.,4700,2.7
2019,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 0 - 17,pct.,4700,3.7
2020,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 0 - 17,pct.,4700,2.7
2021,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 0 - 17,pct.,4700,3.2
2022,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 0 - 17,pct.,4700,3.3
2023,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 0 - 17,pct.,4700,2.9
2024,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 0 - 17,pct.,4700,4.2
2009,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 18 - 24,pct.,4700,3.6
2010,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 18 - 24,pct.,4700,6.6
2011,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 18 - 24,pct.,4700,10.0
2012,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 18 - 24,pct.,4700,10.5
2013,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 18 - 24,pct.,4700,6.6
2014,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 18 - 24,pct.,4700,8.1
2015,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 18 - 24,pct.,4700,6.9
2016,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 18 - 24,pct.,4700,5.9
2017,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 18 - 24,pct.,4700,5.1
2018,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 18 - 24,pct.,4700,4.2
2019,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 18 - 24,pct.,4700,4.8
2020,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 18 - 24,pct.,4700,4.5
2021,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 18 - 24,pct.,4700,5.9
2022,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 18 - 24,pct.,4700,7.3
2023,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 18 - 24,pct.,4700,7.2
2024,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 18 - 24,pct.,4700,7.0
2009,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 25 - 54,pct.,4700,2.9
2010,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 25 - 54,pct.,4700,3.8
2011,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 25 - 54,pct.,4700,4.1
2012,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 25 - 54,pct.,4700,4.1
2013,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 25 - 54,pct.,4700,3.0
2014,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 25 - 54,pct.,4700,2.9
2015,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 25 - 54,pct.,4700,2.9
2016,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 25 - 54,pct.,4700,3.2
2017,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 25 - 54,pct.,4700,2.8
2018,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 25 - 54,pct.,4700,2.6
2019,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 25 - 54,pct.,4700,2.6
2020,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 25 - 54,pct.,4700,2.2
2021,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 25 - 54,pct.,4700,2.7
2022,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 25 - 54,pct.,4700,3.1
2023,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 25 - 54,pct.,4700,2.5
2024,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 25 - 54,pct.,4700,3.3
2009,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 55 - 66,pct.,4700,2.4
2010,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 55 - 66,pct.,4700,2.9
2011,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 55 - 66,pct.,4700,3.3
2012,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 55 - 66,pct.,4700,3.9
2013,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 55 - 66,pct.,4700,3.2
2014,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 55 - 66,pct.,4700,3.9
2015,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 55 - 66,pct.,4700,2.8
2016,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 55 - 66,pct.,4700,3.0
2017,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 55 - 66,pct.,4700,2.5
2018,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 55 - 66,pct.,4700,2.3
2019,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 55 - 66,pct.,4700,2.4
2020,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 55 - 66,pct.,4700,1.5
2021,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 55 - 66,pct.,4700,1.5
2022,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 55 - 66,pct.,4700,1.4
2023,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 55 - 66,pct.,4700,1.6
2024,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 55 - 66,pct.,4700,1.8
2009,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 67 + ,pct.,4700,2.2
2010,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 67 + ,pct.,4700,1.7
2011,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 67 + ,pct.,4700,2.3
2012,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 67 + ,pct.,4700,2.2
2013,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 67 + ,pct.,4700,1.8
2014,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 67 + ,pct.,4700,1.8
2015,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 67 + ,pct.,4700,1.4
2016,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 67 + ,pct.,4700,1.9
2017,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 67 + ,pct.,4700,2.9
2018,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 67 + ,pct.,4700,2.5
2019,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 67 + ,pct.,4700,1.8
2020,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 67 + ,pct.,4700,1.5
2021,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 67 + ,pct.,4700,1.2
2022,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 67 + ,pct.,4700,1.1
2023,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 67 + ,pct.,4700,2.0
2024,Proportion of population living below the national poverty line,"Streymoy region, south",Females,Age 67 + ,pct.,4700,1.8
2009,Proportion of population living below the national poverty line,"Streymoy region, south",Males,,pct.,4700,2.6
2010,Proportion of population living below the national poverty line,"Streymoy region, south",Males,,pct.,4700,3.6
2011,Proportion of population living below the national poverty line,"Streymoy region, south",Males,,pct.,4700,4.1
2012,Proportion of population living below the national poverty line,"Streymoy region, south",Males,,pct.,4700,4.3
2013,Proportion of population living below the national poverty line,"Streymoy region, south",Males,,pct.,4700,3.1
2014,Proportion of population living below the national poverty line,"Streymoy region, south",Males,,pct.,4700,3.4
2015,Proportion of population living below the national poverty line,"Streymoy region, south",Males,,pct.,4700,3.2
2016,Proportion of population living below the national poverty line,"Streymoy region, south",Males,,pct.,4700,3.1
