Year,Series,region,sex,age,Units,Value
2009,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 18 - 24,pct.,3.0
2010,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 18 - 24,pct.,4.9
2011,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 18 - 24,pct.,7.3
2012,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 18 - 24,pct.,7.7
2013,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 18 - 24,pct.,4.9
2014,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 18 - 24,pct.,5.8
2015,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 18 - 24,pct.,5.4
2016,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 18 - 24,pct.,4.3
2017,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 18 - 24,pct.,3.8
2018,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 18 - 24,pct.,3.8
2019,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 18 - 24,pct.,3.7
2020,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 18 - 24,pct.,3.1
2021,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 18 - 24,pct.,4.5
2022,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 18 - 24,pct.,4.8
2023,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 18 - 24,pct.,5.0
2024,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 18 - 24,pct.,5.5
2009,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 25 - 54,pct.,2.6
2010,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 25 - 54,pct.,3.6
2011,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 25 - 54,pct.,3.8
2012,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 25 - 54,pct.,4.0
2013,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 25 - 54,pct.,2.8
2014,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 25 - 54,pct.,2.9
2015,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 25 - 54,pct.,3.0
2016,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 25 - 54,pct.,3.1
2017,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 25 - 54,pct.,2.8
2018,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 25 - 54,pct.,2.8
2019,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 25 - 54,pct.,2.5
2020,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 25 - 54,pct.,2.1
2021,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 25 - 54,pct.,2.6
2022,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 25 - 54,pct.,3.1
2023,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 25 - 54,pct.,2.8
2024,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 25 - 54,pct.,3.3
2009,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 55 - 66,pct.,2.9
2010,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 55 - 66,pct.,3.5
2011,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 55 - 66,pct.,3.6
2012,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 55 - 66,pct.,4.1
2013,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 55 - 66,pct.,3.3
2014,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 55 - 66,pct.,3.8
2015,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 55 - 66,pct.,3.4
2016,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 55 - 66,pct.,3.3
2017,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 55 - 66,pct.,3.1
2018,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 55 - 66,pct.,2.7
2019,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 55 - 66,pct.,2.6
2020,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 55 - 66,pct.,1.9
2021,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 55 - 66,pct.,2.2
2022,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 55 - 66,pct.,1.9
2023,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 55 - 66,pct.,2.1
2024,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 55 - 66,pct.,2.4
2009,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 67 + ,pct.,2.2
2010,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 67 + ,pct.,1.8
2011,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 67 + ,pct.,2.7
2012,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 67 + ,pct.,2.5
2013,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 67 + ,pct.,1.9
2014,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 67 + ,pct.,1.9
2015,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 67 + ,pct.,1.6
2016,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 67 + ,pct.,2.0
2017,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 67 + ,pct.,2.3
2018,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 67 + ,pct.,1.9
2019,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 67 + ,pct.,1.5
2020,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 67 + ,pct.,1.3
2021,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 67 + ,pct.,1.0
2022,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 67 + ,pct.,0.7
2023,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 67 + ,pct.,1.6
2024,Proportion of population living below the national poverty line,"Streymoy region, south",,Age 67 + ,pct.,1.4
2009,Proportion of population living below the national poverty line,"Streymoy region, south",Females,,pct.,2.8
2010,Proportion of population living below the national poverty line,"Streymoy region, south",Females,,pct.,3.8
2011,Proportion of population living below the national poverty line,"Streymoy region, south",Females,,pct.,4.7
2012,Proportion of population living below the national poverty line,"Streymoy region, south",Females,,pct.,4.7
2013,Proportion of population living below the national poverty line,"Streymoy region, south",Females,,pct.,3.5
2014,Proportion of population living below the national poverty line,"Streymoy region, south",Females,,pct.,3.6
2015,Proportion of population living below the national poverty line,"Streymoy region, south",Females,,pct.,3.3
2016,Proportion of population living below the national poverty line,"Streymoy region, south",Females,,pct.,3.4
2017,Proportion of population living below the national poverty line,"Streymoy region, south",Females,,pct.,3.0
2018,Proportion of population living below the national poverty line,"Streymoy region, south",Females,,pct.,2.7
2019,Proportion of population living below the national poverty line,"Streymoy region, south",Females,,pct.,2.9
2020,Proportion of population living below the national poverty line,"Streymoy region, south",Females,,pct.,2.3
2021,Proportion of population living below the national poverty line,"Streymoy region, south",Females,,pct.,2.7
2022,Proportion of population living below the national poverty line,"Streymoy region, south",Females,,pct.,2.9
2023,Proportion of population living below the national poverty line,"Streymoy region, south",Females,,pct.,2.8
2024,Proportion of population living below the national poverty line,"Streymoy region, south",Females,,pct.,3.4
